"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"simeonberry","Writer, editor, cognitive dissident. Author of Monograph (2014 National Poetry Series/U. of Georgia) and Ampersand Revisited (2013 National Poetry Series/Fence)",11696,1833,33956,1455,"https://t.co/9ZfZhu7L1P","Simeon Berry",2008-01-27 19:46:15,FALSE,FALSE,"simeonberry","Somerville, Massachusetts","en","12758612",53,FALSE,"http://pbs.twimg.com/profile_images/941089404252311553/SGLAdRsh_normal.jpg"
"PTG_Jamie","Forza Motorsport tuner.  
XBOX Gamertag:  PTG Jamie.
(PTG) Pendulum Tuning Group member. (AKA:  SP01LED JAM1E)",3633,666,7869,1200,"https://t.co/SgDOsDfr15","PTG Jamie",2012-09-23 13:11:18,FALSE,FALSE,"PTG_Jamie","United States","en","841691719",10,FALSE,"http://pbs.twimg.com/profile_images/955803596058116102/3JvUjrxu_normal.jpg"
"gabejruiz","Director of Production for @100Thieves #HonorAmongThieves",5413,3975,7708,460,"https://t.co/AdMgoAuV7y","Gabriel Ruiz",2012-03-29 04:23:40,FALSE,FALSE,"gabejruiz","California, USA","en","539740404",15,FALSE,"http://pbs.twimg.com/profile_images/1097316306993336320/t6aJm-SX_normal.jpg"
"rollinwoods","2nd year Chemistry student. MMA and chemistry theory.",1257,64,1399,97,NA,"Rayo",2017-05-11 20:28:45,FALSE,FALSE,"rollinwoods","Miami, FL","en","862766447382212611",1,FALSE,"http://pbs.twimg.com/profile_images/1048006478500716550/aT1kFFq1_normal.jpg"
"ManlikeSas","Fun person||bballer<U+0001F3C0>||6'6||kaduna|misic lover||Eminem anyday||somtimes life is a beach and you've just gat to drive through||",4772,2804,15159,2357,"https://t.co/lXGG7dioRx","Manlike SAS<U+0001F60E>",2019-01-13 09:48:38,FALSE,FALSE,"ManlikeSas","Earth ","en","1084386732982837248",0,FALSE,"http://pbs.twimg.com/profile_images/1084388335634796544/k12Sl5R__normal.jpg"
"RealLakeErie1","The best Great Lake; The E in HOMES; Irrationally afraid of catching on fire.",398,295,728,182,"https://t.co/90DtptvY6O","Lake Erie",2019-02-27 04:17:33,FALSE,FALSE,"RealLakeErie","Earth","en","1100610867140399104",2,FALSE,"http://pbs.twimg.com/profile_images/1100631949423595520/J6MqEYoi_normal.jpg"
"QEasterbrook","aspiring youtuber https://t.co/445H33tPNE hit it subscribe",9661,586,11609,1341,NA,"<U+0001F339>",2013-11-09 03:41:14,FALSE,FALSE,"QEasterbrook","Hamilton Ontario ","en","2183514282",6,FALSE,"http://pbs.twimg.com/profile_images/1026603931089227777/ooRVxP4__normal.jpg"
"rolapichi22","And therewithal took measure of my body.",4,0,1,1,NA,"Sara Baart",2017-02-04 08:53:53,FALSE,FALSE,"rolapichi22","Pittsburgh","en","827802344620437504",0,FALSE,"http://pbs.twimg.com/profile_images/1101100234476793857/zHbiSw8z_normal.png"
"wayhip","Pastoral Ministry, listener, thought-provoker, photographer. Passionate about faith, my town, social concerns, prayer, spirituality, taking joy in the journey!",6734,331,3184,145,"https://t.co/mjWlSRjcQz","Wayne Hipley",2008-09-25 12:44:53,FALSE,FALSE,"wayhip","Baltimore, Maryland, USA","en","16450116",25,FALSE,"http://pbs.twimg.com/profile_images/806483957164441600/lfqY38Ef_normal.jpg"
"LynGoodpaster","Writer. Author. Artist. Dentist before. #amwriting #amreading Too little time, too much life. SLE & fibro at times wedge the gears. Neurodiverse. She/her.",2771,3183,17494,3258,NA,"Lyn Goodpaster <U+0001F4DA><U+0001F3A8><U+0001F49C><U+0001F47B>",2014-01-14 23:16:39,FALSE,FALSE,"LynGoodpaster","Florida, USA","en","2282535303",38,FALSE,"http://pbs.twimg.com/profile_images/835196153436254208/Monwmc8p_normal.jpg"
"KM_West_","Speculative Fantasy | Pro Fake Smiler | Mother | Athlete | Yogi | Fangirl | Dreary AF in my head, really nice person out loud. <U+0001F5A4>",1000,597,4006,488,"https://t.co/s046ENpis4","<U+0001D542>.<U+0001D544>. <U+0001D54E><U+0001D556><U+0001D564><U+0001D565>",2018-05-15 00:02:38,FALSE,FALSE,"KM_West_","Tulsa, OK","en","996179006629273600",6,FALSE,"http://pbs.twimg.com/profile_images/1087468476002897920/DyZBY-rp_normal.jpg"
"anoonnn_2","",1788,21,1406,279,NA,"nqx.7",2017-11-16 10:37:56,FALSE,FALSE,"anoonnn_","Krypton","en","931109072220209154",0,FALSE,"http://pbs.twimg.com/profile_images/1102122720156823552/_UzMBcEV_normal.jpg"
"nina2in","Wishing for everyone to do what is just. REGISTER and VOTE in ALL elections.  #VoteBlue #NoOneIsAboveTheLaw",21257,5020,28620,4930,NA,"Nina",2017-08-16 15:45:02,FALSE,FALSE,"nina2in","Boston, MA","en","897846669659840512",9,FALSE,"http://pbs.twimg.com/profile_images/1018570751270637571/xIjHTvXL_normal.jpg"
"avskrys","Peace. Prosperity. Paper.",149857,747,30947,648,NA,"<U+0001F469><U+0001F3FE><U+200D><U+0001F4BB>",2013-05-03 00:53:07,FALSE,FALSE,"avskrys","United States","en","1398503514",21,FALSE,"http://pbs.twimg.com/profile_images/1096053056775643136/qpZqLOXW_normal.jpg"
"QueenNaomiBelle","18+| $30 initial tribute| Financial Domme| Supreme Female| No Nudes| cash app/Amazon gc/ Etsy gc: libertybellenb@gmail.com",92,14,98,22,NA,"Goddess Naomi",2019-01-21 00:22:18,FALSE,FALSE,"QueenNaomiBelle","New York, USA","en","1087143312203702272",0,FALSE,"http://pbs.twimg.com/profile_images/1099658929892720641/FxmZhVNO_normal.jpg"
"DhakkChampion","I'm not sorry for being ugly.",44350,1071,101817,105,NA,"Deep",2017-02-14 04:54:28,FALSE,FALSE,"DhakkChampion","Galaxy","en","831365973433262080",6,FALSE,"http://pbs.twimg.com/profile_images/1103993881346084864/3TmJhx92_normal.jpg"
"loiskiara_","NEW ACCOUNT! My old one got deleted.",131,48,82,121,NA,"Señorita <U+0001F33B>",2019-02-08 18:21:27,FALSE,FALSE,"loiskiara_","Toronto On","en","1093937872485392384",0,FALSE,"http://pbs.twimg.com/profile_images/1093938065473716224/sIh8RZNI_normal.jpg"
"PatriciaAlcivar","Mountaineer | Boxer | Marathoner | Brand Ambassador | Motivational Speaker |Training to become 1st Latina, Queens New Yorker to summit #Everest2020!",2085,325,1097,225,"https://t.co/OXlIorbESe","PatriciaAlcivar",2008-08-25 18:25:08,FALSE,FALSE,"PatriciaAlcivar","Forest Hills, NY","en","15985057",19,FALSE,"http://pbs.twimg.com/profile_images/957739939902447618/KKq05eK__normal.jpg"
"oskvan87","Pats Nation|| Rattpack||",301,31,488,76,NA,"oskar cervantes",2016-04-09 20:53:39,FALSE,FALSE,"oskvan87","Washington, USA","en","718904731565830145",0,FALSE,"http://pbs.twimg.com/profile_images/1071623784455520256/DzBr4cuq_normal.jpg"
"jeffrey_taylor","I'm an attorney for a big construction company. My tweets are my own. Latter-day Saint. I bake bread, mostly sourdough.",12928,1692,187,792,NA,"Jeff Taylor",2009-02-10 19:24:47,FALSE,FALSE,"jeffrey_taylor","Edmond, OK, United States","en","20537068",140,FALSE,"http://pbs.twimg.com/profile_images/511984219153649664/UJ6cTN2N_normal.jpeg"
"excuse_y9u","im 14",5538,133,8322,144,NA,"fiona<U+0001F49A>",2016-11-23 09:47:01,FALSE,FALSE,"excuse_y9u","violet","en","801361401793171457",5,FALSE,"http://pbs.twimg.com/profile_images/1102569634392236032/XM27k7X0_normal.png"
"SRod_Princesa","1/2 <U+0001F1F2><U+0001F1FD> & 1/2 <U+0001F1FA><U+0001F1F8> who is a  future women's pro wrestler & blogger though still likes to watch figure skating and <U+26BE><U+FE0F>.",35743,472,10994,839,NA,"Sandy Ximene (<U+30B5><U+30F3><U+30C7><U+30A3>·<U+30ED><U+30C9><U+30EA><U+30B2><U+30B9>·<U+30CB><U+30FC><U+30EB>)",2009-06-26 02:23:46,FALSE,FALSE,"SRod_Princesa","Durham, NC","en","50882644",13,FALSE,"http://pbs.twimg.com/profile_images/1078877527626649605/vEISa-zO_normal.jpg"
"_Lifestylekim","Twitter fingers turn to trigger fingers",3406,253,1112,397,"https://t.co/BRiJMdcmSm","Kimberlyyy<U+2651><U+FE0F>",2013-11-05 17:21:34,FALSE,FALSE,"_Lifestylekim","California, USA","en","2176484690",1,FALSE,"http://pbs.twimg.com/profile_images/1098040801853026305/V_8G_xSM_normal.jpg"
"deidre_pullom","25 | Kaydence & Kamryn <U+0001F46D>",3521,117,5491,203,NA,"Deidre Pullom",2016-12-14 05:44:53,FALSE,FALSE,"deidre_pullom","Ohio, USA","en","808910610234769408",0,FALSE,"http://pbs.twimg.com/profile_images/1099805849034391554/4FT7mKfF_normal.jpg"
"jessikab72","if the stars were made to worship, so will i <U+271D><U+FE0F> | south alabama ‘21",43368,1211,26146,723,"https://t.co/TFOjeJSlgq","Jess<U+0001F4AB>",2013-11-15 21:41:42,FALSE,FALSE,"jessikab72","Mobile, AL","en","2182427571",3,FALSE,"http://pbs.twimg.com/profile_images/1091961689560489984/FnJn_YJH_normal.jpg"
"TheChunce","Former Door to Door Annoyer, Projectionist. Opinions my own, not employers.",446,183,161,329,NA,"Chance Peterson",2011-09-08 00:24:24,FALSE,FALSE,"TheChunce","Smiths Falls, Ontario Canada","en","369815007",2,FALSE,"http://pbs.twimg.com/profile_images/585218749093011457/y3yK_CZp_normal.jpg"
"nche_ache","The National Capital Healthcare Executives (NCHE) is an organization of professional healthcare executives from the National Capital region.",365,140,56,109,"http://t.co/jfBWW0YT90","NCHE",2013-08-19 20:00:01,FALSE,FALSE,"nche_ache","","en","1684037484",4,FALSE,"http://pbs.twimg.com/profile_images/378800000326502928/fba8a7ebc65cb347463ae139f3528290_normal.png"
"louissinc","Imbrication/Poems | https://t.co/Bg7vCkRvR6 Oppose authoritarian rule! #VeteransAgainstTrump #Resistance #Labor",39370,893,22478,590,NA,"Louis Sinclair",2012-11-07 15:37:58,FALSE,FALSE,"louissinc","Earth","en","932311644",4,FALSE,"http://pbs.twimg.com/profile_images/978672781528203264/pxAqLiCH_normal.jpg"
"DALIT_power","",6714,61,5211,210,NA,"Fan of DR Babasaheb Ambedkar",2012-03-09 11:27:10,FALSE,FALSE,"DALIT_power","Canada","en","519405553",0,FALSE,"http://pbs.twimg.com/profile_images/1050048071697084417/XQpzHS7o_normal.jpg"
"leslieazelle","One Good Thing About Music; When It Hits, You Feel No Pain. ‘Bob Marley <U+2665><U+FE0F>",11293,1022,10298,621,NA,"az<U+0454>ll<U+0454><U+0001F338>",2012-03-10 03:03:47,FALSE,FALSE,"leslieazelle","Chicago, IL","en","520037774",2,FALSE,"http://pbs.twimg.com/profile_images/1097417662236446721/M2nn-k1f_normal.jpg"
"SimmonsD22","Just another kid from Woodlawn ||

 co-founder of@BlkGmrsRev
||Twitch Affiliate||
 part time insta chef and twitter <U+0001F36F> #UGLYGANG",11729,564,11736,1645,"https://t.co/TDFRSyoVMq","Sleepyboi Moosh <U+0001F319>",2016-05-19 23:00:25,FALSE,FALSE,"SimmonsD22","Madison, WI","en","733432147214635008",8,FALSE,"http://pbs.twimg.com/profile_images/973804976635109376/XsAc7dQ3_normal.jpg"
"srrMydnA","Golf fanatic. Eat breath live golf. I don't suffer fools gladly and will be forth coming in telling you.",1007,28,386,92,NA,"Templar",2015-12-27 10:10:14,FALSE,FALSE,"srrMydnA","Hungary","en","4620359013",0,FALSE,"http://pbs.twimg.com/profile_images/931638351890960384/Z18dquAP_normal.jpg"
"PNeverland","<U+0001F3F3><U+FE0F><U+200D><U+0001F308> Coffee addict, food lover, movies/tv fanatic, gamer <U+0001F3B6>",89863,280,12174,226,NA,"Carolina",2009-03-08 00:39:20,FALSE,FALSE,"PNeverland"," Argentina","es","23256231",10,FALSE,"http://pbs.twimg.com/profile_images/1092193662002520065/Jw0Fq7p9_normal.jpg"
"maddyblair18","boujee, bad, and thick",17609,249,17088,383,NA,"Maddy B<U+0001F498>",2015-03-22 20:13:03,FALSE,FALSE,"maddyblair18","Louisville, Ky","en","3105681221",3,FALSE,"http://pbs.twimg.com/profile_images/1102176036811431936/S-PVaIe__normal.jpg"
"glsrbrown","Son, Brother & Father, Watcher, Observer & Believer! God’s Grace Seeker. Christ Filled. Keeper of “The” Holy Spirit. DNA decoder. Arch Angel Wrangler.",3567,65,448,974,"https://t.co/wwLpgZ8Zzl","Rick Brown ™<U+FE0F><U+0001F6CE><U+0001F607><U+0001F64F><U+261D><U+FE0F><U+2764><U+FE0F><U+0001F30E>",2010-02-01 22:23:33,FALSE,FALSE,"glsrbrown","Tulsa, Oklahoma USA","en","110538288",0,FALSE,"http://pbs.twimg.com/profile_images/1104145698541522945/9IfElVIT_normal.jpg"
"IAM_BarryObama","A bot that tweets @barackobama's best speeches, line by line, every 10mins. See Also @iam_shakespeare",40476,306,0,3,"https://t.co/hYgHVnXJM8","Barry Obama",2017-01-11 16:52:07,FALSE,FALSE,"IAM_BarryObama","Washington, DC","en","819225386701574145",8,FALSE,"http://pbs.twimg.com/profile_images/819245887318700032/kHLJxg6D_normal.jpg"
"Carorpati1","living the Dream",272,5,120,232,NA,"Carorpati",2018-09-16 07:31:31,FALSE,FALSE,"Carorpati1","earth ","en","1041228068189175809",0,FALSE,"http://pbs.twimg.com/profile_images/1102997603904561152/glKen8gg_normal.jpg"
"fefechii","Welcome to my online brain dump where i write nonsense for the world to see <U+2728> |  You might know me as Mitsuko but Fe is my nickname irl <U+0001F44C><U+0001F3FB>",107,34,1163,209,"https://t.co/eiR9rPvxWs","Fe",2015-03-03 01:23:50,FALSE,FALSE,"fefechii","Wonderland","en","3058958299",0,FALSE,"http://pbs.twimg.com/profile_images/1040554032308224000/mSzuo1pp_normal.jpg"
"Corey_Bartlettt","Be yourself.",1638,88,3231,247,"https://t.co/TJsYRRqiIa","Corey Bartlett",2014-09-13 03:28:40,FALSE,FALSE,"Corey_Bartlettt","Seminole, FL","en","2806694743",0,FALSE,"http://pbs.twimg.com/profile_images/1025258457094606848/LsUlXLkw_normal.jpg"
"nadstab","Human being, Wife, mother, daughter.",553,9,861,87,NA,"nadstab",2014-09-01 19:21:45,FALSE,FALSE,"nadstab","Durham, Ontario","en","2784547380",0,FALSE,"http://pbs.twimg.com/profile_images/844609293810896896/gUZ4g18K_normal.jpg"
"life_of_lizz","I’m not ready-But my body is. Mexican American Writer, romance lover. My debut poetry book ‘the Chaos inside Me’ is out now! #readRedRising (she/her)",19437,851,47757,1073,"https://t.co/TUbMrgLoLY","Elisabet “Madcat” Salas",2016-07-13 06:43:27,FALSE,FALSE,"life_of_lizz","California","en","753117617695719424",16,FALSE,"http://pbs.twimg.com/profile_images/1063680696613404673/92qroBW-_normal.jpg"
"Rosanna_Duggan","Proud Brexiteer",9630,578,26671,653,NA,"Rosa",2009-11-16 16:33:00,FALSE,FALSE,"Rosanna_Duggan","Yorkshire","en","90428068",6,FALSE,"http://pbs.twimg.com/profile_images/1099840933825298433/Tmkij_AX_normal.png"
"XxMeanMariaxX","The one, The only Twitch Mom, server of cookies & defender of breakfast. I game and stream all from my comfy bed. Dont steal my blankets.",7404,533,5951,472,"https://t.co/KbJMDMSfqn","<U+0001F430>MeanMaria<U+0001F430>",2011-10-03 19:01:16,FALSE,FALSE,"XxMeanMariaxX","Illinois, USA","en","384471286",8,FALSE,"http://pbs.twimg.com/profile_images/1097705518452404224/7XrB6PqI_normal.jpg"
"dominiggaaa","9teen // a proven psychic #cmu21",32452,6895,19145,777,"https://t.co/Tzo0tLbOHS","dom",2012-06-07 03:06:26,FALSE,FALSE,"dominiggaaa","Lansing, MI","en","601585854",15,FALSE,"http://pbs.twimg.com/profile_images/1082441673991483395/M1lp3XKp_normal.jpg"
"Hallelluyaah","Heavenly Father please save the lost <U+0001F64F> RT<U+0001F6AB>Endorse <U+0001F4D6><U+271D><U+FE0F>Dt 6:4-15 Repent & be baptized<U+0001F495><U+271D><U+FE0F>Rm 3:23 Jn 3:16 <U+0001F49C>Pr 3:5-6 <U+0001F499>Dt 31:6 <U+0001F49A>Josh 1:9 PS 23<U+0001F64F>God loves you<U+271D><U+FE0F>",35928,1567,74670,1381,NA,"Israel&IrishHeart",2016-06-07 17:04:18,FALSE,FALSE,"Hallelluyaah","California, USA","en","740227896824844288",14,FALSE,"http://pbs.twimg.com/profile_images/1026706880758857729/NrtQ5ieq_normal.jpg"
"TheUHMethod","Promoting Art, poetry, writing, film, Zen, yoga and humor! #Author #Artist #Poet #Writer #INFJ works©2010-19 <U+0001F30A><U+2615><U+FE0F>",170615,69773,21697,68203,"https://t.co/xpWcK7JlSr","Michael R. Lawrence",2010-11-28 19:15:45,FALSE,FALSE,"TheUHMethod","California, USA","en","220760593",844,FALSE,"http://pbs.twimg.com/profile_images/1086467507001544704/oQeSsgY8_normal.jpg"
"_olabode__","proudly yoruba boy/An ICT expert",1356,4921,20117,5289,NA,"<U+0001F1F3><U+0001F1EC> PROF OLA",2017-02-04 22:09:05,FALSE,FALSE,"_olabode__","somewhere in africa","en","828002463517179904",0,FALSE,"http://pbs.twimg.com/profile_images/1102771926802579462/bln4mjs0_normal.jpg"
"missxchelsey","• Coffee enthusiast • Lover of food • Makeup • Guns • Do not look for sanctuary in anyone but yourself. •",11419,126,5812,406,"https://t.co/ZkzUaS9zDQ","CH",2009-05-02 21:31:43,FALSE,FALSE,"missxchelsey","Oz","en","37287690",3,FALSE,"http://pbs.twimg.com/profile_images/1067678519721844736/xOIm9fSl_normal.jpg"
"TFGYato","everybody's favorite alcoholic making his way to a bar or E.R near you
#EarthGang <U+0001F332><U+0001F332><U+0001F332><U+0001F37A><U+0001F37A><U+0001F37A><U+2653><U+2653><U+2653>",23205,417,6451,1550,NA,"Yato The Forgotten",2012-02-23 19:50:37,FALSE,FALSE,"TFGYato","Pittsburgh, PA","en","501094630",1,FALSE,"http://pbs.twimg.com/profile_images/1082805378776207360/qys3OUzN_normal.jpg"
"RogueWolf2001","Southern woman who is not Republican in a deep red state. Living with Ehlers Danlos Syndrome, dysautonomia, Chronic migraines, chronic pain, etc. 1 day@time",19256,2356,42109,4191,NA,"RogueWolf",2010-02-12 06:55:49,FALSE,FALSE,"RogueWolf2001","Mississippi, USA","en","113565112",19,FALSE,"http://pbs.twimg.com/profile_images/1094519559472775168/PB7LQAOm_normal.jpg"
"ma_korum","",839,23,1388,113,NA,"Melanie Korum",2017-06-19 23:47:51,FALSE,FALSE,"ma_korum","Colorado Springs, CO","en","876949679849656321",0,FALSE,"http://pbs.twimg.com/profile_images/1063247742003073024/CahXzyYe_normal.jpg"
"WjkoRadio1","The Sound of Independents",390297,521,38,92,"https://t.co/EHalkQWgFQ","Dr. Jack Bishop",2016-03-07 21:30:28,FALSE,FALSE,"WjkoRadio","United States","en","706955197650571264",9,FALSE,"http://pbs.twimg.com/profile_images/706955928482885632/KNPFKXlF_normal.jpg"
"The1_Ashley","",151,27,460,35,NA,"Ashley",2018-02-18 03:52:26,FALSE,FALSE,"The1_Ashley","California","en","965071482006134785",0,FALSE,"http://pbs.twimg.com/profile_images/999150605942714369/AkMU7jsI_normal.jpg"
"TheRealTBop","I am the sun, follow my footsteps.",8208,294,2345,246,NA,"Jumpmaster Flex",2012-01-31 12:29:58,FALSE,FALSE,"TheRealTBop","The Forrest","en","479476487",0,FALSE,"http://pbs.twimg.com/profile_images/1054163580541640705/DMFuzGLJ_normal.jpg"
"AmaraNoir","Dirty Storyteller- (many mediums)   Ethical Vegan https://t.co/00mjhegzaA 
https://t.co/xstSxCzPjr",14649,4972,18466,883,"https://t.co/xWWzXhEhxz","Amara Noir",2012-10-04 17:06:54,FALSE,FALSE,"AmaraNoir","Brooklyn, NYC","en","861726367",77,FALSE,"http://pbs.twimg.com/profile_images/1080283017195728901/sgfVapmM_normal.jpg"
"texasswifie","Here's a toast to my real friends<U+0001F37E><U+2764><U+FE0F>|23|Austin•Houston SSN•1989•REP tour Arlington•Tumblr: Texasswiftie <U+0001F63B> sometimes I tweet about other things I love too <U+2764><U+FE0F>",3182,2690,19883,3775,NA,"Katie",2018-05-10 02:48:32,FALSE,FALSE,"texasswifie","Texas, USA","en","994408818611286018",6,FALSE,"http://pbs.twimg.com/profile_images/1101358263214489602/Bmvr3TdK_normal.jpg"
"ddaengjj","an ARMY from Queens, dedicated to helping BTS make their dreams come true. | CITIFIELD Project 10.06.18 |

I also host a vlog on @BangtanNewsNet! <U+0001F49C>",38333,1338,97006,475,"https://t.co/Tohxn4B1v6","<U+0001F179><U+0001F179>",2017-05-05 03:03:22,FALSE,FALSE,"ddaengjj","New York, USA","en","860329042536534016",26,FALSE,"http://pbs.twimg.com/profile_images/1099194633161240576/fzKP4VXT_normal.jpg"
"Cinthia0498","…1998…
×ARMY×",5017,477,23647,93,"https://t.co/etkEZxfsug","Cinthia",2011-12-14 23:26:16,FALSE,FALSE,"Cinthia0498","Guatemala City","es","437055898",3,FALSE,"http://pbs.twimg.com/profile_images/1081192763742474240/YfQVjO-X_normal.jpg"
"Zebop","Freelance writer, pop culture historian. General Factotum. 8 Track Fixer. #TheResistance. #BlueWave",50282,8844,151615,8297,NA,"Jason Elias",2007-07-10 04:19:41,FALSE,FALSE,"Zebop","Maryland","en","7362602",63,FALSE,"http://pbs.twimg.com/profile_images/1019644538124582912/dsWWDV-r_normal.jpg"
"DamnSummLovee","23 | Sevyn Laurent <U+0001F476><U+0001F3FD><U+0001F495>",112713,2586,49318,812,"https://t.co/IGKLucfFQ7","summer love",2012-01-15 17:47:43,FALSE,FALSE,"DamnSummLovee","Cincinnati, OH","en","464839047",7,FALSE,"http://pbs.twimg.com/profile_images/1093197358895112198/CQq6phsN_normal.jpg"
"Lindyvill07","",4463,198,5438,1221,NA,"Lindy V",2011-04-05 23:23:57,FALSE,FALSE,"Lindyvill07","Chicago, IL","en","277746525",1,FALSE,"http://pbs.twimg.com/profile_images/718603637103202304/Zqi52Jjg_normal.jpg"
"Madesonee_","you can’t change a players gaming in the 9th inning.",305388,2887,2427,447,NA,"3Chain$ <U+0001F378>",2009-07-03 19:47:33,FALSE,FALSE,"Madesonee_","NYC.","en","53479576",124,FALSE,"http://pbs.twimg.com/profile_images/1099057848967942144/TY0ZSfqg_normal.jpg"
"gregpak","Comic book writer & filmmaker. Princess Who Saved Her Friends, Ronin Island, Agents of Atlas, Mech Cadet Yu, Planet Hulk, Firefly, James Bond. Call your reps.",85212,44432,25571,2291,"https://t.co/t5uYORsdXn","Greg Pak",2010-01-23 17:46:51,FALSE,TRUE,"gregpak","NYC","en","107773189",1297,FALSE,"http://pbs.twimg.com/profile_images/1059434807627640834/Y_qSnaTF_normal.jpg"
